hostid,groupid,itemid,hostgroup,hostname,itemname
10414,12,35091,Templates/Applications,Cloudflare by HTTP,Cloudflare: Cached bandwidth
10414,12,35092,Templates/Applications,Cloudflare by HTTP,Cloudflare: Cached requests
10414,12,35097,Templates/Applications,Cloudflare by HTTP,Cloudflare: DNS queries
10414,12,35077,Templates/Applications,Cloudflare by HTTP,Cloudflare: Get data
10414,12,35079,Templates/Applications,Cloudflare by HTTP,Cloudflare: Non-2xx responses ratio
10414,12,35089,Templates/Applications,Cloudflare by HTTP,Cloudflare: Response codes 1xx
10414,12,35088,Templates/Applications,Cloudflare by HTTP,Cloudflare: Response codes 2xx
10414,12,35087,Templates/Applications,Cloudflare by HTTP,Cloudflare: Response codes 3xx
10414,12,35086,Templates/Applications,Cloudflare by HTTP,Cloudflare: Response codes 4xx
10414,12,35085,Templates/Applications,Cloudflare by HTTP,Cloudflare: Response codes 5xx
10414,12,35100,Templates/Applications,Cloudflare by HTTP,Cloudflare: SSL encrypted bandwidth
10414,12,35084,Templates/Applications,Cloudflare by HTTP,Cloudflare: SSL encrypted requests
10414,12,35096,Templates/Applications,Cloudflare by HTTP,Cloudflare: Stale DNS queries
10414,12,35078,Templates/Applications,Cloudflare by HTTP,Cloudflare: Total bandwidth
10414,12,35094,Templates/Applications,Cloudflare by HTTP,Cloudflare: Total page views
10414,12,35093,Templates/Applications,Cloudflare by HTTP,Cloudflare: Total requests
10414,12,35080,Templates/Applications,Cloudflare by HTTP,Cloudflare: Total threats
10414,12,35095,Templates/Applications,Cloudflare by HTTP,Cloudflare: Uncached DNS queries
10414,12,35098,Templates/Applications,Cloudflare by HTTP,Cloudflare: Uncached bandwidth
10414,12,35081,Templates/Applications,Cloudflare by HTTP,Cloudflare: Uncached requests
10414,12,35099,Templates/Applications,Cloudflare by HTTP,Cloudflare: Unencrypted bandwidth
10414,12,35083,Templates/Applications,Cloudflare by HTTP,Cloudflare: Unencrypted requests
10414,12,35102,Templates/Applications,Cloudflare by HTTP,Cloudflare: Unique visitors
10675,12,84573,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: CPU kernelmode usage per second
10675,12,84595,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: CPU percent usage
10675,12,84586,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: CPU total usage per second
10675,12,84587,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: CPU usermode usage per second
10675,12,84579,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Created
10675,12,84564,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Dead
10675,12,84565,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Error
10675,12,84566,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Exit code
10675,12,84578,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Finished at
10675,12,84560,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Get info
10675,12,84559,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Get stats
10675,12,84561,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Image
10675,12,84581,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Memory commit bytes
10675,12,84582,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Memory commit peak bytes
10675,12,84583,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Memory maximum usage
10675,12,84584,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Memory private working set
10675,12,84585,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Memory usage
10675,12,84588,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks bytes received per second
10675,12,84592,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks bytes sent per second
10675,12,84590,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks errors received per second
10675,12,84594,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks errors sent per second
10675,12,84589,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks incoming packets dropped per second
10675,12,84593,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks outgoing packets dropped per second
10675,12,84591,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks packets received per second
10675,12,84575,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Networks packets sent per second
10675,12,84576,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: OOMKilled
10675,12,84580,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Online CPUs
10675,12,84567,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Paused
10675,12,84569,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Pid
10675,12,84562,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Restart count
10675,12,84570,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Restarting
10675,12,84571,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Running
10675,12,84563,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Started at
10675,12,84572,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Status
10675,12,84574,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Throttled periods
10675,12,84568,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Throttled time
10675,12,84577,Templates/Applications,Docker by Zabbix agent 2,Container {#NAME}: Throttling periods
10675,12,84558,Templates/Applications,Docker by Zabbix agent 2,Containers discovery
10675,12,84557,Templates/Applications,Docker by Zabbix agent 2,Docker: Architecture
10675,12,84524,Templates/Applications,Docker by Zabbix agent 2,Docker: CPU CFS Period enabled
10675,12,84525,Templates/Applications,Docker by Zabbix agent 2,Docker: CPU CFS Quota enabled
10675,12,84536,Templates/Applications,Docker by Zabbix agent 2,Docker: CPU Set enabled
10675,12,84526,Templates/Applications,Docker by Zabbix agent 2,Docker: CPU Shares enabled
10675,12,84534,Templates/Applications,Docker by Zabbix agent 2,Docker: Cgroup driver
10675,12,84520,Templates/Applications,Docker by Zabbix agent 2,Docker: Containers paused
10675,12,84521,Templates/Applications,Docker by Zabbix agent 2,Docker: Containers running
10675,12,84519,Templates/Applications,Docker by Zabbix agent 2,Docker: Containers size
10675,12,84522,Templates/Applications,Docker by Zabbix agent 2,Docker: Containers stopped
10675,12,84523,Templates/Applications,Docker by Zabbix agent 2,Docker: Containers total
10675,12,84528,Templates/Applications,Docker by Zabbix agent 2,Docker: Debug enabled
10675,12,84529,Templates/Applications,Docker by Zabbix agent 2,Docker: Default runtime
10675,12,84549,Templates/Applications,Docker by Zabbix agent 2,Docker: Docker root dir
10675,12,84517,Templates/Applications,Docker by Zabbix agent 2,Docker: Get containers
10675,12,84518,Templates/Applications,Docker by Zabbix agent 2,Docker: Get data_usage
10675,12,84515,Templates/Applications,Docker by Zabbix agent 2,Docker: Get images
10675,12,84516,Templates/Applications,Docker by Zabbix agent 2,Docker: Get info
10675,12,84531,Templates/Applications,Docker by Zabbix agent 2,Docker: Goroutines
10675,12,84537,Templates/Applications,Docker by Zabbix agent 2,Docker: IPv4 Forwarding enabled
10675,12,84556,Templates/Applications,Docker by Zabbix agent 2,Docker: Images available
10675,12,84532,Templates/Applications,Docker by Zabbix agent 2,Docker: Images size
10675,12,84533,Templates/Applications,Docker by Zabbix agent 2,Docker: Images total
10675,12,84527,Templates/Applications,Docker by Zabbix agent 2,Docker: Kernel memory TCP enabled
10675,12,84538,Templates/Applications,Docker by Zabbix agent 2,Docker: Kernel memory enabled
10675,12,84544,Templates/Applications,Docker by Zabbix agent 2,Docker: Kernel version
10675,12,84552,Templates/Applications,Docker by Zabbix agent 2,Docker: Layers size
10675,12,84555,Templates/Applications,Docker by Zabbix agent 2,Docker: Live restore enabled
10675,12,84540,Templates/Applications,Docker by Zabbix agent 2,Docker: Logging driver
10675,12,84553,Templates/Applications,Docker by Zabbix agent 2,Docker: Memory limit enabled
10675,12,84554,Templates/Applications,Docker by Zabbix agent 2,Docker: Memory total
10675,12,84548,Templates/Applications,Docker by Zabbix agent 2,Docker: NCPU
10675,12,84543,Templates/Applications,Docker by Zabbix agent 2,Docker: NEvents listener
10675,12,84541,Templates/Applications,Docker by Zabbix agent 2,Docker: Name
10675,12,84542,Templates/Applications,Docker by Zabbix agent 2,Docker: Nfd
10675,12,84539,Templates/Applications,Docker by Zabbix agent 2,Docker: OS type
10675,12,84545,Templates/Applications,Docker by Zabbix agent 2,Docker: OomKill disabled
10675,12,84546,Templates/Applications,Docker by Zabbix agent 2,Docker: Operating system
10675,12,84547,Templates/Applications,Docker by Zabbix agent 2,Docker: Pids limit enabled
10675,12,84514,Templates/Applications,Docker by Zabbix agent 2,Docker: Ping
10675,12,84550,Templates/Applications,Docker by Zabbix agent 2,Docker: Server version
10675,12,84530,Templates/Applications,Docker by Zabbix agent 2,Docker: Storage driver
10675,12,84551,Templates/Applications,Docker by Zabbix agent 2,Docker: Swap limit enabled
10675,12,84535,Templates/Applications,Docker by Zabbix agent 2,Docker: Volumes size
10675,12,84597,Templates/Applications,Docker by Zabbix agent 2,Image {#NAME}: Created
10675,12,84598,Templates/Applications,Docker by Zabbix agent 2,Image {#NAME}: Size
10675,12,84596,Templates/Applications,Docker by Zabbix agent 2,Images discovery
10318,12,30606,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: CPU kernelmode usage per second
10318,12,39803,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: CPU percent usage
10318,12,30582,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: CPU total usage per second
10318,12,30590,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: CPU usermode usage per second
10318,12,30581,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Created
10318,12,30597,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Dead
10318,12,30598,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Error
10318,12,30599,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Exit code
10318,12,30592,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Finished at
10318,12,30574,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Get info
10318,12,30573,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Get stats
10318,12,30594,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Image
10318,12,30576,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Memory commit bytes
10318,12,30577,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Memory commit peak bytes
10318,12,30578,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Memory maximum usage
10318,12,30579,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Memory private working set
10318,12,30580,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Memory usage
10318,12,30583,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks bytes received per second
10318,12,30587,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks bytes sent per second
10318,12,30585,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks errors received per second
10318,12,30589,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks errors sent per second
10318,12,30584,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks incoming packets dropped per second
10318,12,30588,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks outgoing packets dropped per second
10318,12,30586,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks packets received per second
10318,12,30608,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Networks packets sent per second
10318,12,30593,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: OOMKilled
10318,12,30575,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Online CPUs
10318,12,30600,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Paused
10318,12,30602,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Pid
10318,12,30595,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Restart count
10318,12,30603,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Restarting
10318,12,30604,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Running
10318,12,30596,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Started at
10318,12,30605,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Status
10318,12,30607,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Throttled periods
10318,12,30601,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Throttled time
10318,12,30591,Templates/Applications,Docker by Zabbix agent 2 - clone,Container {#NAME}: Throttling periods
10318,12,30571,Templates/Applications,Docker by Zabbix agent 2 - clone,Containers discovery
10318,12,30532,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Architecture
10318,12,30558,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: CPU CFS Period enabled
10318,12,30559,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: CPU CFS Quota enabled
10318,12,30552,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: CPU Set enabled
10318,12,30560,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: CPU Shares enabled
10318,12,30569,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Cgroup driver
10318,12,30554,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Containers paused
10318,12,30555,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Containers running
10318,12,30553,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Containers size
10318,12,30556,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Containers stopped
10318,12,30557,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Containers total
10318,12,30562,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Debug enabled
10318,12,30563,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Default runtime
10318,12,30546,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Docker root dir
10318,12,30528,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Get containers
10318,12,30527,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Get data_usage
10318,12,30531,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Get images
10318,12,30529,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Get info
10318,12,30565,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Goroutines
10318,12,30550,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: IPv4 Forwarding enabled
10318,12,30567,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Images available
10318,12,30566,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Images size
10318,12,30568,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Images total
10318,12,30561,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Kernel memory TCP enabled
10318,12,30551,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Kernel memory enabled
10318,12,30541,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Kernel version
10318,12,30549,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Layers size
10318,12,30533,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Live restore enabled
10318,12,30534,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Logging driver
10318,12,30535,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Memory limit enabled
10318,12,30536,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Memory total
10318,12,30538,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: NCPU
10318,12,30540,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: NEvents listener
10318,12,30537,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Name
10318,12,30539,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Nfd
10318,12,30544,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: OS type
10318,12,30542,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: OomKill disabled
10318,12,30543,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Operating system
10318,12,30545,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Pids limit enabled
10318,12,30530,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Ping
10318,12,30547,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Server version
10318,12,30564,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Storage driver
10318,12,30548,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Swap limit enabled
10318,12,30570,Templates/Applications,Docker by Zabbix agent 2 - clone,Docker: Volumes size
10318,12,30609,Templates/Applications,Docker by Zabbix agent 2 - clone,Image {#NAME}: Created
10318,12,30610,Templates/Applications,Docker by Zabbix agent 2 - clone,Image {#NAME}: Size
10318,12,30572,Templates/Applications,Docker by Zabbix agent 2 - clone,Images discovery
10322,12,30713,Templates/Applications,Elasticsearch Cluster by HTTP,Cluster nodes discovery
10322,12,30721,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Amount of JVM heap committed
10322,12,30723,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Amount of JVM heap currently in use
10322,12,30753,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Current fetch operations
10322,12,30745,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Current indexing operations
10322,12,30738,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Current query operations
10322,12,30717,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Fetch latency
10322,12,30715,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Flush latency
10322,12,30716,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Indexing latency
10322,12,30722,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Maximum JVM memory available for use
10322,12,30725,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Node uptime
10322,12,30741,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Number of open HTTP connections
10322,12,30724,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Percent of JVM heap currently in use
10322,12,30714,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Query latency
10322,12,30742,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Rate of HTTP connections opened
10322,12,30757,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Rate of fetch
10322,12,30751,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Rate of index refreshes
10322,12,30720,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Rate of queries
10322,12,30718,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Refresh thread pool active threads
10322,12,30727,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Refresh thread pool executor tasks completed
10322,12,30729,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Refresh thread pool executor tasks rejected
10322,12,30737,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Refresh thread pool tasks in queue
10322,12,30730,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Search thread pool active threads
10322,12,30731,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Search thread pool executor tasks completed
10322,12,30733,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Search thread pool executor tasks rejected
10322,12,30732,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Search thread pool tasks in queue
10322,12,30755,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent performing fetch
10322,12,30728,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent performing query
10322,12,30752,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent performing refresh
10322,12,30748,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent throttling merge operations
10322,12,30740,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent throttling operations
10322,12,30750,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Time spent throttling recovery operations
10322,12,30726,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total available size
10322,12,30756,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total number of fetch
10322,12,30744,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total number of index flushes to disk
10322,12,30747,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total number of indexing
10322,12,30719,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total number of query
10322,12,30749,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total size
10322,12,30743,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total time spent on flushing indices to disk
10322,12,30754,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total time spent performing fetch
10322,12,30746,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total time spent performing indexing
10322,12,30739,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Total time spent performing query
10322,12,30734,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Write thread pool active threads
10322,12,30735,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Write thread pool executor tasks completed
10322,12,30758,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Write thread pool executor tasks rejected
10322,12,30736,Templates/Applications,Elasticsearch Cluster by HTTP,ES {#ES.NODE}: Write thread pool tasks in queue
10322,12,30705,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Cluster health status
10322,12,30696,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Cluster uptime
10322,12,30702,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Delayed unassigned shards
10322,12,30694,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Get cluster health
10322,12,30691,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Get cluster stats
10322,12,30693,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Get nodes stats
10322,12,30711,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Inactive shards percentage
10322,12,30703,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Indices with shards assigned to nodes
10322,12,30701,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Nodes with the data role
10322,12,30700,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Nodes with the ingest role
10322,12,30699,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Nodes with the master role
10322,12,30709,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of data nodes
10322,12,30710,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of initializing shards
10322,12,30708,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of nodes
10322,12,30695,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of non-deleted documents
10322,12,30707,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of pending tasks
10322,12,30706,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of relocating shards
10322,12,30712,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Number of unassigned shards
10322,12,30692,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Service response time
10322,12,30690,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Service status
10322,12,30704,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Task max waiting in queue
10322,12,30698,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Total available size to JVM in all file stores
10322,12,30697,Templates/Applications,Elasticsearch Cluster by HTTP,ES: Total size of all file stores
10324,12,30953,Templates/Applications,Etcd by HTTP,Etcd: CPU
10324,12,30935,Templates/Applications,Etcd by HTTP,Etcd: Client gRPC received bytes per second
10324,12,30942,Templates/Applications,Etcd by HTTP,Etcd: Client gRPC sent bytes per second
10324,12,30943,Templates/Applications,Etcd by HTTP,Etcd: Cluster version
10324,12,30946,Templates/Applications,Etcd by HTTP,Etcd: DB size
10324,12,30947,Templates/Applications,Etcd by HTTP,Etcd: Deletes per second
10324,12,30964,Templates/Applications,Etcd by HTTP,Etcd: Etcd peer {#ETCD.PEER}: Bytes received
10324,12,30965,Templates/Applications,Etcd by HTTP,Etcd: Etcd peer {#ETCD.PEER}: Bytes sent
10324,12,30966,Templates/Applications,Etcd by HTTP,Etcd: Etcd peer {#ETCD.PEER}: Receive failures failures
10324,12,30967,Templates/Applications,Etcd by HTTP,Etcd: Etcd peer {#ETCD.PEER}: Send failures
10324,12,30925,Templates/Applications,Etcd by HTTP,Etcd: Get node metrics
10324,12,30926,Templates/Applications,Etcd by HTTP,Etcd: Get version
10324,12,30952,Templates/Applications,Etcd by HTTP,Etcd: HTTP 4XX
10324,12,30954,Templates/Applications,Etcd by HTTP,Etcd: HTTP 5XX
10324,12,30955,Templates/Applications,Etcd by HTTP,Etcd: HTTP requests received
10324,12,30957,Templates/Applications,Etcd by HTTP,Etcd: Keys compacted per second
10324,12,30958,Templates/Applications,Etcd by HTTP,Etcd: Keys expired per second
10324,12,30959,Templates/Applications,Etcd by HTTP,Etcd: Keys total
10324,12,30960,Templates/Applications,Etcd by HTTP,Etcd: Leader changes
10324,12,30944,Templates/Applications,Etcd by HTTP,Etcd: Maximum open file descriptors
10324,12,30924,Templates/Applications,Etcd by HTTP,Etcd: Node health
10324,12,30927,Templates/Applications,Etcd by HTTP,Etcd: Open file descriptors
10324,12,30932,Templates/Applications,Etcd by HTTP,Etcd: PUT per second
10324,12,30948,Templates/Applications,Etcd by HTTP,Etcd: Pending events
10324,12,30928,Templates/Applications,Etcd by HTTP,Etcd: Proposals applied per second
10324,12,30929,Templates/Applications,Etcd by HTTP,Etcd: Proposals committed per second
10324,12,30930,Templates/Applications,Etcd by HTTP,Etcd: Proposals failed per second
10324,12,30931,Templates/Applications,Etcd by HTTP,Etcd: Proposals pending
10324,12,30963,Templates/Applications,Etcd by HTTP,Etcd: RPCs completed with code {#GRPC.CODE}
10324,12,30949,Templates/Applications,Etcd by HTTP,Etcd: RPCs received per second
10324,12,30950,Templates/Applications,Etcd by HTTP,Etcd: RPCs sent per second
10324,12,30951,Templates/Applications,Etcd by HTTP,Etcd: RPCs started per second
10324,12,30933,Templates/Applications,Etcd by HTTP,Etcd: Range per second
10324,12,30934,Templates/Applications,Etcd by HTTP,Etcd: Reads per second
10324,12,30936,Templates/Applications,Etcd by HTTP,Etcd: Resident memory
10324,12,30945,Templates/Applications,Etcd by HTTP,Etcd: Server has a leader
10324,12,30956,Templates/Applications,Etcd by HTTP,Etcd: Server is a leader
10324,12,30937,Templates/Applications,Etcd by HTTP,Etcd: Server version
10324,12,30923,Templates/Applications,Etcd by HTTP,Etcd: Service's TCP port state
10324,12,30938,Templates/Applications,Etcd by HTTP,Etcd: Transaction per second
10324,12,30939,Templates/Applications,Etcd by HTTP,Etcd: Uptime
10324,12,30940,Templates/Applications,Etcd by HTTP,Etcd: Virtual memory
10324,12,30941,Templates/Applications,Etcd by HTTP,Etcd: Writes per second
